Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WMT,WBA,DIS
2021-04-14,190.42759704589844,145.89041137695312,241.85597229003906,131.24990844726562,252.42999267578125,226.83909606933594,99.43351745605469,50.03255081176758,51.491878509521484,61.407318115234375,328.9201965332031,313.5434875488281,225.28404235839844,120.88046264648438,62.471534729003906,155.96035766601562,147.45962524414062,225.28695678710938,70.33855438232422,253.52493286132812,131.2403106689453,131.61785888671875,228.02000427246094,152.02642822265625,370.64093017578125,55.047725677490234,220.60836791992188,137.18116760253906,52.437652587890625,187.4600067138672
2021-04-15,191.1341552734375,146.98890686035156,247.19461059570312,133.70530700683594,251.11000061035156,226.7805633544922,98.62295532226562,50.2955207824707,51.73439407348633,61.72277069091797,332.058837890625,316.20843505859375,225.73580932617188,120.83489227294922,63.27931594848633,156.4187469482422,148.3958282470703,226.2357940673828,70.57791900634766,257.4033203125,132.63943481445312,133.2096710205078,233.0,150.9798583984375,384.8299560546875,55.047725677490234,224.88180541992188,138.00827026367188,51.715633392333984,185.92999267578125
2021-04-16,192.19879150390625,148.43374633789062,247.75656127929688,133.36734008789062,248.17999267578125,227.59983825683594,98.18428802490234,51.425315856933594,52.07392120361328,61.827919006347656,335.74676513671875,321.44036865234375,227.9652862548828,121.75541687011719,63.01654052734375,158.2229461669922,149.49778747558594,227.99655151367188,71.32365417480469,258.6333312988281,133.27452087402344,133.2193603515625,231.91000366210938,152.53504943847656,385.816650390625,55.601070404052734,225.01100158691406,138.45135498046875,51.31129837036133,187.25999450683594
2021-04-19,192.20848083496094,146.998779296875,248.00848388671875,134.04331970214844,244.14999389648438,226.65377807617188,98.47037506103516,51.4740104675293,52.38434982299805,61.70365524291992,336.51177978515625,320.23529052734375,226.8456268310547,121.32705688476562,61.92652893066406,158.66180419921875,148.86392211914062,226.75425720214844,71.49858856201172,256.64947509765625,131.5479278564453,132.59817504882812,230.5,150.9994354248047,384.66217041015625,55.70600891113281,224.39480590820312,137.56517028808594,51.783016204833984,187.42999267578125
2021-04-20,191.9278106689453,143.594482421875,251.0799102783203,132.3235321044922,234.05999755859375,222.0112762451172,96.62989044189453,50.441612243652344,52.54926300048828,59.72492980957031,325.5167541503906,317.40374755859375,223.27066040039062,125.9205551147461,61.02143096923828,162.3579559326172,145.5677490234375,227.92807006835938,72.33638763427734,256.1733703613281,126.13002014160156,133.70469665527344,227.9600067138672,152.31985473632812,391.2633361816406,55.70600891113281,221.9003448486328,138.6285858154297,51.34981155395508,182.7899932861328
2021-04-21,194.42489624023438,145.65289306640625,250.7310791015625,132.7112274169922,235.9199981689453,226.72206115722656,97.96495056152344,50.577972412109375,52.97610092163086,61.96174240112305,328.8417053222656,319.353515625,226.384033203125,130.8330535888672,61.994651794433594,162.46524047851562,146.80624389648438,227.19442749023438,72.94403076171875,258.4746398925781,128.89849853515625,132.8311309814453,230.55999755859375,153.93374633789062,393.5130310058594,55.467498779296875,226.04457092285156,139.03228759765625,52.03331756591797,183.11000061035156
2021-04-22,194.4442596435547,145.6331024169922,247.11709594726562,131.16046142578125,234.3300018310547,223.2401580810547,96.26750946044922,50.15916442871094,52.81118392944336,58.24327850341797,324.5064697265625,314.954345703125,225.16616821289062,128.76417541503906,60.89490509033203,161.09011840820312,143.71487426757812,227.87918090820312,71.7747802734375,255.0921630859375,128.18405151367188,131.51239013671875,231.35000610351562,152.456787109375,391.273193359375,54.64703369140625,226.16383361816406,137.52578735351562,50.618167877197266,182.75999450683594
2021-04-23,195.70248413085938,142.8324737548828,249.03550720214844,133.52638244628906,238.3800048828125,225.44454956054688,96.83969116210938,50.55848693847656,52.84028625488281,59.371246337890625,332.843505859375,317.3352355957031,220.49118041992188,129.81228637695312,57.654052734375,161.42172241210938,146.4649200439453,229.4638214111328,71.70114135742188,259.0400085449219,129.18626403808594,130.83836364746094,233.50999450683594,154.38365173339844,394.99310302734375,54.66611099243164,228.5788116455078,137.7522430419922,51.041748046875,183.02000427246094
2021-04-26,193.21507263183594,148.7801055908203,247.57247924804688,133.9240264892578,241.44000244140625,225.88543701171875,96.81107330322266,50.2955207824707,52.05452346801758,59.457275390625,336.93353271484375,313.51409912109375,217.56439208984375,129.02847290039062,57.18690490722656,160.05638122558594,146.82574462890625,227.24334716796875,71.37890625,259.436767578125,130.58541870117188,128.22044372558594,235.4600067138672,152.31985473632812,390.6022033691406,54.322654724121094,228.9167022705078,135.79278564453125,50.76256561279297,184.27000427246094
2021-04-27,188.20152282714844,148.79989624023438,247.19461059570312,133.59596252441406,242.47000122070312,225.66986083984375,97.93634033203125,50.03255081176758,51.97692108154297,59.88743591308594,339.9839172363281,314.1019592285156,218.94920349121094,129.42950439453125,56.41805648803711,159.1396484375,147.4986572265625,229.85508728027344,71.22239685058594,259.8533935546875,131.0914764404297,128.14227294921875,234.2100067138672,151.8014678955078,389.2602844238281,53.73115921020508,228.48936462402344,136.25559997558594,50.550777435302734,184.63999938964844
2021-04-28,189.6339569091797,150.957275390625,229.3475341796875,132.79075622558594,235.4600067138672,227.59014892578125,100.3394546508789,49.77931594848633,51.98661804199219,60.51833724975586,341.435546875,313.2397766113281,218.89028930664062,130.33180236816406,56.077423095703125,157.96937561035156,148.45433044433594,227.34117126464844,70.97380828857422,252.5032501220703,129.7022705078125,128.357177734375,236.8800048828125,150.42233276367188,389.3490905761719,53.83610534667969,232.0074920654297,135.77310180664062,50.44488525390625,183.38999938964844
2021-04-29,192.65371704101562,153.02560424804688,227.40972900390625,132.69134521484375,235.94000244140625,222.8580780029297,101.9415283203125,50.120201110839844,52.636566162109375,61.23525619506836,346.2023620605469,318.7558288574219,219.90188598632812,131.46192932128906,56.719757080078125,160.13441467285156,151.34092712402344,230.08010864257812,67.8343505859375,250.4698028564453,132.2325897216797,129.44146728515625,234.36000061035156,152.29052734375,396.2166748046875,54.6851921081543,235.39642333984375,137.4864044189453,50.772193908691406,185.3300018310547
2021-04-30,190.80508422851562,151.75889587402344,232.18638610839844,130.68328857421875,234.30999755859375,223.48509216308594,98.2891845703125,49.58452606201172,52.36494827270508,59.744041442871094,341.76904296875,317.11968994140625,219.05723571777344,129.31100463867188,55.989830017089844,158.7008056640625,149.99513244628906,230.9311065673828,68.58929443359375,250.14248657226562,131.5975341796875,130.3303985595703,230.32000732421875,151.27330017089844,393.5031433105469,55.13359069824219,232.11680603027344,137.76210021972656,51.1187629699707,186.02000427246094
2021-05-03,192.22784423828125,153.19384765625,237.74786376953125,131.7568817138672,235.19000244140625,223.54388427734375,100.63507843017578,49.83774948120117,52.8499870300293,61.70365524291992,343.44622802734375,323.5860595703125,219.21438598632812,131.9267578125,55.72705841064453,161.119384765625,149.55630493164062,230.42245483398438,69.95187377929688,249.82505798339844,132.00437927246094,131.8738250732422,223.75999450683594,153.16102600097656,400.5089111328125,55.25761032104492,231.1726837158203,139.93817138671875,52.27398681640625,185.50999450683594
2021-05-04,192.97311401367188,152.92662048339844,239.66627502441406,127.09461212158203,233.6300048828125,228.67764282226562,101.18817901611328,49.389732360839844,52.52016067504883,63.300018310546875,343.1323547363281,326.0354309082031,221.40457153320312,132.8381805419922,55.37670135498047,163.61602783203125,151.62371826171875,228.75953674316406,69.96109008789062,245.78794860839844,130.53579711914062,131.42446899414062,217.17999267578125,155.0585479736328,405.8766174316406,55.90635299682617,230.59628295898438,138.55967712402344,52.1007080078125,184.25
2021-05-05,194.96688842773438,154.76734924316406,241.59437561035156,127.3431396484375,228.17999267578125,233.05702209472656,103.90596771240234,49.798797607421875,52.38434982299805,65.06842803955078,350.7632141113281,325.3300476074219,222.15098571777344,132.3551025390625,55.328033447265625,162.933349609375,153.61312866210938,229.91378784179688,71.53540802001953,244.47862243652344,131.19070434570312,130.36947631835938,215.39999389648438,155.80189514160156,407.0212097167969,55.992218017578125,227.793701171875,138.44151306152344,52.437652587890625,181.50999450683594
2021-05-06,195.90573120117188,155.25225830078125,243.48373413085938,128.97344970703125,229.80999755859375,232.26345825195312,103.96319580078125,51.07468795776367,52.90819549560547,65.99565887451172,358.953125,330.74810791015625,224.576904296875,135.27163696289062,56.00174331665039,163.5867462158203,156.70449829101562,229.73773193359375,71.60906982421875,247.71226501464844,132.46084594726562,132.01058959960938,218.0500030517578,156.98541259765625,409.45843505859375,56.564640045166016,229.8906707763672,139.4300079345703,52.42802047729492,181.7899932861328
2021-05-07,196.54452514648438,157.33045959472656,246.30322265625,129.66053771972656,235.47000122070312,236.1039581298828,104.91680145263672,52.038917541503906,52.879093170166016,65.99565887451172,363.7787780761719,332.3843688964844,224.70455932617188,134.0551300048828,56.47176742553711,164.3279266357422,157.24087524414062,229.71815490722656,72.18907928466797,250.42022705078125,136.7475128173828,132.02035522460938,216.5,157.28863525390625,412.102783203125,56.02083969116211,230.6857147216797,138.58978271484375,52.49541091918945,184.83999633789062
2021-05-10,200.66763305664062,157.0335693359375,244.76268005371094,126.31471252441406,232.92999267578125,237.69110107421875,104.48768615722656,51.77593994140625,53.26712417602539,65.6993408203125,361.61114501953125,334.2164611816406,226.81617736816406,134.70947265625,54.80709457397461,166.05410766601562,157.2213592529297,231.93865966796875,71.96812438964844,245.18289184570312,135.348388671875,134.4820098876953,213.88999938964844,158.12979125976562,415.2998352050781,56.7840690612793,224.57371520996094,139.20265197753906,53.05376434326172,184.3000030517578
2021-05-11,197.1736297607422,152.82766723632812,244.45262145996094,125.3786849975586,228.8800048828125,234.44821166992188,101.75080108642578,51.45453643798828,52.69477462768555,65.54639434814453,353.0191650390625,323.9681701660156,225.06797790527344,132.91236877441406,53.896419525146484,164.6985321044922,154.6078338623047,228.75953674316406,71.314453125,244.2405548095703,136.06283569335938,133.8177490234375,215.55999755859375,153.2588348388672,406.23187255859375,55.84911346435547,224.0867462158203,137.94725036621094,52.21622848510742,181.6699981689453
2021-05-12,192.4794921875,150.71978759765625,243.02835083007812,122.2519302368164,220.77999877929688,232.5083770751953,102.38973236083984,50.25655746459961,52.42315673828125,64.61915588378906,347.60491943359375,310.5846252441406,216.11080932617188,130.2213134765625,52.505916595458984,164.0353546142578,153.5448455810547,222.96865844726562,71.81160736083984,237.0689697265625,132.36160278320312,132.40130615234375,210.5399932861328,150.3832244873047,399.98590087890625,55.725093841552734,219.26670837402344,134.3787078857422,51.060997009277344,177.85000610351562
2021-05-13,196.87359619140625,152.48130798339844,244.2297821044922,124.4426498413086,222.63999938964844,235.20260620117188,101.73174285888672,51.123382568359375,52.879093170166016,65.07798767089844,351.93035888671875,318.834228515625,220.61825561523438,132.8662872314453,52.8878173828125,165.7517852783203,157.4944305419922,224.7587432861328,72.44686889648438,241.06640625,132.5799102783203,134.53085327148438,211.86000061035156,154.30540466308594,403.133544921875,56.10670471191406,222.68048095703125,136.6522979736328,52.119956970214844,178.33999633789062
2021-05-14,197.81243896484375,155.5194549560547,245.27378845214844,126.91217041015625,228.47000122070312,237.3188018798828,104.39231872558594,51.52271270751953,53.09250259399414,66.7508316040039,361.69940185546875,317.0804443359375,224.2478790283203,133.33628845214844,54.19997024536133,166.00535583496094,159.94216918945312,226.6662139892578,72.07860565185547,246.14503479003906,134.88201904296875,134.81411743164062,217.66000366210938,156.99517822265625,404.3570861816406,55.992218017578125,225.8653106689453,137.9176025390625,52.6686897277832,173.6999969482422
2021-05-17,198.5189666748047,155.2324676513672,246.24949645996094,125.73715209960938,227.97999572753906,239.82691955566406,105.67017364501953,51.56167221069336,53.00520324707031,67.783203125,362.17022705078125,313.5337219238281,223.3700714111328,133.73257446289062,54.18039321899414,166.171142578125,160.58580017089844,226.62705993652344,73.53324890136719,243.1990509033203,135.3583221435547,134.5406036376953,215.05999755859375,156.74087524414062,403.20263671875,55.27669143676758,225.36770629882812,137.29483032226562,53.236671447753906,170.0800018310547
2021-05-18,196.5058135986328,153.38186645507812,244.76641845703125,124.32315063476562,227.5500030517578,234.61477661132812,102.4943618774414,51.55192947387695,52.714176177978516,66.46405792236328,357.57012939453125,310.3396911621094,219.27688598632812,132.6266632080078,53.70056915283203,166.2296600341797,158.32333374023438,226.87161254882812,73.08212280273438,241.1160125732422,134.51487731933594,133.16326904296875,214.3300018310547,153.84568786621094,404.92938232421875,54.551631927490234,224.50181579589844,140.28013610839844,53.19816970825195,169.67999267578125
2021-05-19,196.0896453857422,153.12454223632812,242.59059143066406,124.16382598876953,224.4199981689453,232.06748962402344,99.61780548095703,51.10390853881836,52.54926300048828,65.52727508544922,351.5086669921875,308.08624267578125,218.29058837890625,131.96311950683594,54.20977020263672,165.8688201904297,157.1140899658203,225.1304473876953,73.06371307373047,241.7125244140625,131.93492126464844,133.436767578125,221.33999633789062,153.5620574951172,404.0610656738281,54.3035774230957,223.5264434814453,140.29002380371094,52.76496124267578,169.27000427246094
2021-05-20,196.6063690185547,153.916259765625,245.8104248046875,126.77277374267578,227.64999389648438,230.2256317138672,99.9653091430664,51.4740104675293,53.01490783691406,65.25005340576172,352.88177490234375,309.50689697265625,219.0894775390625,132.59901428222656,54.78750991821289,166.8343048095703,156.84103393554688,227.11614990234375,73.33991241455078,245.05307006835938,132.24253845214844,134.80435180664062,223.77999877929688,155.33241271972656,403.2125244140625,54.17955780029297,225.36770629882812,140.78428649902344,53.01546859741211,171.36000061035156
2021-05-21,196.8111114501953,155.24234008789062,244.9127655029297,124.90070343017578,234.82000732421875,232.42999267578125,100.50586700439453,51.06494903564453,52.98580551147461,65.79492950439453,359.237548828125,309.3795166015625,220.14483642578125,133.3916015625,54.91481018066406,166.72703552246094,158.6256561279297,226.19667053222656,72.89799499511719,243.7506561279297,131.6372528076172,134.80435180664062,222.5800018310547,155.5965118408203,406.16278076171875,54.294044494628906,225.69613647460938,140.12197875976562,53.287349700927734,172.39999389648438
2021-05-24,197.5423583984375,156.99398803710938,241.7319793701172,126.56365966796875,237.44000244140625,234.20327758789062,101.93449401855469,51.99995422363281,53.1604118347168,66.4831771850586,361.2286376953125,308.46832275390625,221.92019653320312,133.37315368652344,55.77652359008789,167.36488342285156,159.48382568359375,226.85206604003906,72.7598876953125,249.3282012939453,133.0264434814453,134.76528930664062,226.99000549316406,155.25416564941406,405.4918212890625,54.36082077026367,228.2340545654297,140.13185119628906,53.238800048828125,174.30999755859375
2021-05-25,196.6648712158203,156.37051391601562,236.12164306640625,126.364501953125,240.74000549316406,232.3614044189453,100.26455688476562,51.92204284667969,53.15071105957031,65.99565887451172,357.5210876464844,310.3396911621094,220.9733428955078,132.51608276367188,55.688392639160156,166.90367126464844,157.8357391357422,227.07705688476562,71.35128021240234,250.2627410888672,133.28445434570312,135.22438049316406,227.7100067138672,153.12193298339844,407.56390380859375,53.88380432128906,227.9354705810547,140.7052001953125,52.61737060546875,176.1699981689453
2021-05-26,196.53811645507812,156.9346160888672,232.7554473876953,126.31471252441406,241.3699951171875,232.89047241210938,100.50586700439453,51.53245544433594,53.3835334777832,66.50228881835938,360.3556823730469,310.907958984375,221.20021057128906,132.1382293701172,55.73735427856445,165.91253662109375,157.8162384033203,227.282470703125,71.10270690917969,250.03408813476562,135.83462524414062,134.92156982421875,229.67999267578125,153.69898986816406,407.7218017578125,53.769325256347656,225.99472045898438,140.5371551513672,50.50063705444336,176.47000122070312
2021-05-27,198.15660095214844,158.08258056640625,229.59413146972656,124.75133514404297,250.6999969482422,236.38807678222656,99.43441009521484,51.54219436645508,53.82977294921875,66.29951477050781,364.24957275390625,312.3188171386719,228.1043701171875,132.54373168945312,56.530521392822266,165.65737915039062,160.27374267578125,229.73773193359375,69.89663696289062,247.86669921875,135.5071563720703,131.85427856445312,225.8300018310547,155.860595703125,407.21856689453125,53.70254135131836,225.7856903076172,140.06268310546875,51.5007438659668,179.0399932861328
2021-05-28,197.96160888671875,158.46853637695312,232.16024780273438,124.08416748046875,247.02000427246094,236.192138671875,100.18733215332031,51.52271270751953,53.6357536315918,66.06775665283203,366.1194152832031,312.4559631347656,227.74929809570312,132.47000122070312,55.93320083618164,166.0891571044922,160.1664581298828,230.05247497558594,69.86901092529297,248.2345428466797,135.68116760253906,131.727294921875,238.10000610351562,156.20291137695312,406.448974609375,53.89334487915039,226.22361755371094,140.39877319335938,51.131771087646484,178.64999389648438
2021-06-01,198.1175994873047,162.0608673095703,227.9061737060547,123.75556182861328,254.72999572753906,237.83807373046875,102.94805145263672,51.25,53.62604904174805,67.98934936523438,376.3741760253906,309.9085693359375,229.76136779785156,132.8847198486328,55.707977294921875,162.43862915039062,161.9315643310547,229.4131317138672,69.21534729003906,245.96774291992188,133.74229431152344,129.80291748046875,236.1999969482422,157.36688232421875,401.3180236816406,53.78840255737305,225.55679321289062,140.0330047607422,51.306549072265625,178.83999633789062
2021-06-02,198.20533752441406,162.41712951660156,229.44778442382812,124.53226470947266,255.6199951171875,238.5238800048828,104.32841491699219,51.581153869628906,53.839473724365234,66.57953643798828,377.35833740234375,308.5002136230469,227.58163452148438,134.2947540283203,56.28571701049805,163.09613037109375,161.94129943847656,229.94427490234375,69.85059356689453,245.86834716796875,133.4042205810547,130.36947631835938,234.6199951171875,156.6919708251953,400.45953369140625,54.04599380493164,228.5724334716797,139.72659301757812,52.267822265625,177.0
2021-06-03,198.5758514404297,162.81298828125,230.01370239257812,123.01868438720703,250.32000732421875,238.89617919921875,103.85542297363281,51.94152069091797,53.97528076171875,68.1824722290039,382.5545654296875,306.7273864746094,226.06271362304688,134.13807678222656,55.07148742675781,162.93910217285156,162.048583984375,228.63609313964844,71.31232452392578,244.2875518798828,133.4042205810547,132.7041473388672,230.83999633789062,157.47445678710938,402.54150390625,54.36082077026367,227.02978515625,139.9737091064453,53.180538177490234,176.24000549316406
2021-06-04,200.8963165283203,163.28799438476562,231.09674072265625,125.3587646484375,249.9199981689453,239.07252502441406,104.68557739257812,52.66225051879883,54.55733108520508,67.95072174072266,385.2413024902344,306.313720703125,226.9010772705078,135.86146545410156,56.17800521850586,162.87042236328125,162.31190490722656,229.55084228515625,71.50528717041016,249.33811950683594,132.97669982910156,132.80181884765625,237.47999572753906,156.49635314941406,400.2523193359375,54.66611099243164,229.0501708984375,140.22084045410156,53.258216857910156,177.17999267578125
2021-06-07,198.63433837890625,164.1984405517578,231.428466796875,125.36872100830078,252.66000366210938,234.8988800048828,104.0098648071289,52.516151428222656,54.36331558227539,66.85956573486328,382.00347900390625,305.279541015625,225.0665283203125,136.41441345214844,55.90382385253906,161.7615203857422,161.55123901367188,227.88856506347656,70.2413330078125,252.3406524658203,133.1854705810547,133.2609405517578,238.13999938964844,154.30540466308594,394.9339294433594,54.570709228515625,230.22459411621094,139.28172302246094,52.97663497924805,176.99000549316406
2021-06-08,198.4978485107422,164.78231811523438,231.0674591064453,126.2051773071289,252.75999450683594,235.29080200195312,104.95585632324219,52.7206916809082,53.9849853515625,66.9947509765625,378.59832763671875,306.2053527832031,226.66436767578125,137.38209533691406,55.81569290161133,160.33860778808594,160.90760803222656,228.82298278808594,69.85539245605469,251.1078338623047,132.58892822265625,131.717529296875,236.4199981689453,154.09022521972656,396.40411376953125,54.523006439208984,230.9511260986328,138.22402954101562,52.43288803100586,176.3300018310547
2021-06-09,197.66909790039062,162.387451171875,233.70188903808594,126.5935287475586,248.05999755859375,229.89248657226562,104.03882598876953,52.61355209350586,53.820068359375,66.47332000732422,376.7087707519531,302.6991271972656,224.69174194335938,138.8566436767578,55.81569290161133,162.49749755859375,158.89869689941406,227.6721649169922,71.43775177001953,252.12191772460938,131.0875244140625,131.66868591308594,236.08999633789062,152.2017364501953,395.77264404296875,54.42760467529297,231.20989990234375,137.48265075683594,51.87942886352539,176.0399932861328
2021-06-10,198.0493621826172,160.54673767089844,238.697509765625,125.57783508300781,248.33999633789062,221.15333557128906,104.64697265625,53.59725570678711,54.237205505371094,65.65254974365234,368.0090026855469,303.65447998046875,223.15309143066406,138.73683166503906,56.18779754638672,163.95968627929688,156.42169189453125,230.740966796875,73.46394348144531,255.7507781982422,130.23243713378906,132.64552307128906,240.19000244140625,151.49354553222656,396.157470703125,54.70427703857422,232.8421173095703,138.27345275878906,53.704872131347656,176.57000732421875
2021-06-11,197.7373504638672,162.80308532714844,236.87294006347656,126.8125991821289,247.27999877929688,216.22532653808594,104.16431427001953,53.34402847290039,54.4797248840332,65.66220092773438,372.0538024902344,306.07733154296875,222.09771728515625,139.41883850097656,56.64802932739258,161.87928771972656,156.31443786621094,233.04257202148438,73.58937072753906,256.3970642089844,131.1869659423828,131.73707580566406,240.30999755859375,151.9459686279297,392.60528564453125,54.694732666015625,233.84735107421875,139.1334686279297,53.704872131347656,177.3800048828125
2021-06-14,196.3236083984375,162.1103515625,235.33131408691406,129.92938232421875,245.13999938964844,214.56959533691406,104.22223663330078,52.7596435546875,54.29402160644531,64.657958984375,367.00518798828125,304.64923095703125,220.11524963378906,138.26683044433594,56.98096466064453,162.2816162109375,153.66189575195312,233.0917510986328,73.42393493652344,258.3854675292969,130.6102752685547,131.78590393066406,246.25999450683594,150.73617553710938,393.8583984375,54.551631927490234,232.97149658203125,138.9456329345703,52.850406646728516,178.17999267578125
2021-06-15,195.59237670898438,164.54483032226562,234.02386474609375,129.09292602539062,246.5399932861328,215.01048278808594,106.47135925292969,52.3895378112793,54.15718460083008,64.90901947021484,365.41082763671875,301.8226013183594,219.4544219970703,137.64935302734375,56.785125732421875,161.41806030273438,151.33114624023438,232.4721221923828,73.66722106933594,256.86431884765625,129.54637145996094,131.53192138671875,242.5800018310547,152.0836944580078,394.9635314941406,54.656578063964844,231.876708984375,138.39208984375,52.66592788696289,175.86000061035156
2021-06-16,191.9849395751953,162.9713134765625,233.7604217529297,129.6007843017578,242.27000427246094,212.75711059570312,105.86322784423828,52.077877044677734,53.43391799926758,63.33505630493164,365.1156311035156,298.2079772949219,215.99246215820312,136.23931884765625,56.031124114990234,161.35916137695312,152.39414978027344,231.71473693847656,74.55278778076172,255.8899688720703,129.65574645996094,129.70523071289062,242.38999938964844,150.28372192382812,391.9737548828125,54.03644943237305,228.51272583007812,135.57479858398438,51.76291275024414,174.66000366210938
2021-06-17,190.25918579101562,160.44778442382812,234.91175842285156,131.23385620117188,239.22000122070312,205.20343017578125,103.35346984863281,51.74672317504883,53.70758819580078,61.35553741455078,355.76629638671875,298.5428466796875,213.32940673828125,134.18417358398438,55.9919548034668,162.13442993164062,147.99600219726562,230.04263305664062,75.15613555908203,259.38958740234375,128.18418884277344,130.88722229003906,244.42999267578125,146.4280242919922,392.0724792480469,53.9315071105957,231.05064392089844,136.1382598876953,51.27742385864258,174.64999389648438
